"famunit","age","sex","educ","labforce","employed","retired","incwage","incss"
16266,75,"woman","no_college","no","no","no",0,"YES"
16267,22,"man","no_college","no","no","no",0,"NO"
16268,24,"man","no_college","yes","yes","no",26400,"NO"
16269,19,"woman","some_college","yes","yes","no",700,"NO"
16270,32,"man","no_college","yes","yes","no",32000,"NO"
16271,22,"woman","college_plus","yes","yes","no",18000,"NO"
16272,57,"woman","some_college","yes","yes","no",35000,"NO"
16273,23,"man","college_plus","no","no","no",30000,"NO"
16274,42,"woman","some_college","no","no","no",38000,"NO"
16275,20,"man","some_college","no","no","no",2300,"YES"
16276,76,"man","no_college","no","no","no",0,"YES"
16277,19,"woman","some_college","yes","yes","no",5400,"NO"
16278,22,"man","some_college","no","no","no",230,"NO"
16279,92,"man","some_college","no","no","no",0,"YES"
16280,41,"man","some_college","no","no","no",0,"NO"
16281,69,"woman","no_college","no","no","no",0,"YES"
16282,35,"woman","college_plus","yes","yes","no",57000,"NO"
16283,18,"man","some_college","no","no","no",4500,"NO"
16284,34,"man","college_plus","yes","yes","no",90000,"NO"
16285,25,"man","college_plus","yes","yes","no",55000,"NO"
16286,10,"woman","no_college",NA,NA,"no",NA,"YES"
16287,81,"woman","no_college","no","no","no",0,"YES"
16288,29,"man","no_college","yes","yes","no",28000,"NO"
16289,22,"man","some_college","no","no","no",13000,"NO"
16290,30,"man","no_college","yes","no","no",4800,"NO"
16291,18,"woman","no_college","no","no","no",0,"NO"
16292,32,"man","college_plus","yes","yes","no",34000,"NO"
16293,47,"man","no_college","yes","yes","no",0,"NO"
16294,44,"man","no_college","yes","yes","no",19000,"NO"
16295,66,"woman","no_college","no","no","no",0,"NO"
16296,51,"man","no_college","yes","yes","no",26000,"NO"
16297,64,"woman","no_college","yes","yes","no",16000,"YES"
16298,19,"man","no_college","yes","yes","no",16000,"NO"
16299,81,"woman","no_college","no","no","no",0,"YES"
16300,48,"man","college_plus","yes","yes","no",35000,"NO"
16301,56,"man","college_plus","yes","yes","no",145000,"NO"
16302,36,"man","no_college","yes","yes","no",56000,"NO"
16303,39,"man","college_plus","yes","yes","no",160000,"NO"
16304,19,"woman","some_college","yes","no","no",1500,"NO"
16305,70,"woman","no_college","no","no","no",0,"YES"
16306,22,"woman","some_college","no","no","no",14000,"NO"
16307,52,"woman","no_college","no","no","no",0,"NO"
16308,22,"man","some_college","yes","yes","no",30000,"NO"
16309,46,"man","college_plus","yes","yes","no",40000,"NO"
16310,94,"man","college_plus","no","no","no",0,"YES"
16311,73,"woman","no_college","yes","yes","no",0,"YES"
16312,20,"man","no_college","yes","yes","no",10000,"NO"
16313,61,"woman","college_plus","yes","no","no",36000,"NO"
16314,75,"woman","no_college","no","no","no",0,"YES"
16315,83,"woman","some_college","no","no","no",0,"YES"
16316,20,"man","some_college","no","no","no",0,"NO"
16317,74,"woman","some_college","no","no","no",0,"YES"
16318,58,"woman","no_college","yes","yes","no",19000,"NO"
16319,30,"woman","college_plus","yes","yes","no",60000,"NO"
16320,39,"man","college_plus","yes","yes","no",19000,"NO"
16321,30,"man","college_plus","yes","yes","no",60000,"NO"
16322,40,"man","some_college","no","no","no",0,"NO"
16323,18,"woman","some_college","yes","yes","no",700,"NO"
16324,19,"woman","no_college","yes","yes","no",2500,"NO"
16325,53,"man","no_college","no","no","no",0,"NO"
16326,23,"man","college_plus","yes","yes","no",1000,"NO"
16327,10,"man","no_college",NA,NA,"no",NA,"YES"
16328,89,"woman","no_college","no","no","no",0,"YES"
16329,28,"man","some_college","yes","yes","no",20000,"NO"
16330,49,"man","college_plus","yes","yes","no",50000,"NO"
16331,75,"woman","no_college","no","no","no",0,"YES"
16332,19,"man","no_college","yes","no","no",950,"NO"
16333,20,"man","some_college","yes","yes","no",5000,"NO"
16334,90,"woman","some_college","no","no","no",0,"NO"
16335,23,"man","college_plus","no","no","no",0,"NO"
16336,37,"man","college_plus","yes","yes","no",0,"NO"
16337,86,"man","some_college","no","no","no",0,"YES"
16338,60,"woman","no_college","no","no","no",0,"NO"
16339,44,"man","no_college","yes","yes","no",40000,"NO"
16340,94,"woman","no_college","no","no","no",0,"YES"
16341,52,"woman","some_college","no","no","no",0,"NO"
16342,36,"woman","no_college","yes","yes","no",14000,"NO"
16343,32,"woman","no_college","yes","yes","no",4000,"NO"
16344,39,"man","some_college","yes","yes","no",67000,"NO"
16345,61,"woman","college_plus","yes","yes","no",33000,"NO"
16346,74,"woman","no_college","yes","yes","no",2100,"YES"
16347,19,"man","some_college","no","no","no",1000,"NO"
16348,32,"man","some_college","no","no","no",0,"NO"
16349,22,"man","some_college","yes","yes","no",3500,"NO"
16350,20,"woman","no_college","yes","yes","no",4800,"NO"
16351,32,"woman","college_plus","yes","yes","no",31000,"NO"
16352,93,"man","no_college","no","no","no",0,"YES"
16353,67,"woman","some_college","no","no","no",0,"YES"
16354,29,"man","no_college","yes","no","no",30000,"NO"
16355,39,"woman","college_plus","yes","yes","no",78000,"NO"
16356,18,"woman","some_college","no","no","no",0,"NO"
16357,73,"woman","some_college","no","no","no",0,"YES"
16358,50,"man","no_college","no","no","no",0,"NO"
16359,60,"woman","no_college","no","no","no",0,"NO"
16360,67,"woman","no_college","no","no","no",0,"YES"
16361,76,"woman","some_college","no","no","no",0,"YES"
16362,19,"man","some_college","yes","yes","no",18500,"NO"
16363,72,"woman","no_college","no","no","no",0,"YES"
16364,22,"woman","no_college","yes","yes","no",19000,"NO"
16365,17,"woman","no_college","no","no","no",0,"NO"
16366,46,"man","no_college","no","no","no",8500,"NO"
16367,78,"man","no_college","no","no","no",0,"YES"
16368,84,"woman","college_plus","no","no","no",0,"YES"
16369,86,"woman","no_college","no","no","no",0,"YES"
16370,68,"woman","college_plus","yes","yes","no",13100,"YES"
16371,18,"woman","some_college","yes","yes","no",2000,"NO"
16372,20,"man","no_college","no","no","no",0,"NO"
16373,61,"woman","some_college","yes","yes","no",32500,"NO"
16374,75,"woman","no_college","no","no","no",0,"YES"
16375,44,"man","no_college","yes","yes","no",0,"NO"
16376,56,"man","some_college","yes","yes","no",26000,"NO"
16377,60,"woman","some_college","yes","yes","no",17000,"NO"
16378,47,"man","some_college","yes","no","no",35000,"NO"
16379,18,"man","no_college","no","no","no",3000,"NO"
16380,53,"woman","no_college","yes","yes","no",1900,"NO"
16381,56,"woman","some_college","yes","yes","no",28000,"NO"
16382,29,"man","college_plus","yes","yes","no",56000,"NO"
16383,68,"man","some_college","no","no","no",0,"YES"
16384,49,"man","no_college","no","no","no",1800,"NO"
16385,88,"woman","no_college","no","no","no",0,"YES"
16386,21,"woman","some_college","yes","yes","no",13500,"NO"
16387,22,"woman","some_college","yes","yes","no",4200,"NO"
16388,86,"woman","no_college","no","no","no",0,"NO"
16389,41,"woman","college_plus","yes","yes","no",16600,"NO"
16390,39,"man","college_plus","yes","yes","no",137000,"NO"
16391,68,"woman","college_plus","no","no","no",0,"NO"
16392,38,"man","some_college","yes","no","no",1000,"NO"
16393,58,"man","some_college","yes","yes","no",54000,"NO"
16394,32,"woman","college_plus","yes","yes","no",35000,"NO"
16395,23,"man","no_college","yes","yes","no",4500,"NO"
16396,59,"man","college_plus","yes","yes","no",12000,"NO"
16397,60,"woman","no_college","yes","yes","no",13900,"NO"
16398,22,"man","college_plus","no","no","no",1700,"NO"
16399,49,"woman","no_college","yes","yes","no",5400,"NO"
16400,38,"man","college_plus","yes","yes","no",105000,"NO"
16401,53,"man","no_college","yes","yes","no",17700,"NO"
16402,51,"man","some_college","yes","yes","no",60000,"NO"
16403,33,"woman","college_plus","yes","yes","no",64000,"NO"
16404,24,"man","no_college","no","no","no",18000,"NO"
16405,74,"woman","some_college","no","no","no",0,"YES"
16406,65,"man","no_college","no","no","no",0,"YES"
16407,50,"woman","no_college","no","no","no",0,"NO"
16408,61,"man","college_plus","yes","yes","no",90000,"NO"
16409,20,"woman","some_college","yes","yes","no",10000,"NO"
16410,37,"man","no_college","no","no","no",0,"NO"
16411,80,"woman","no_college","no","no","no",0,"YES"
16412,47,"man","no_college","no","no","no",0,"NO"
16413,46,"woman","some_college","yes","yes","no",70000,"NO"
16414,40,"man","college_plus","yes","yes","no",75000,"NO"
16415,61,"woman","no_college","yes","yes","no",50000,"NO"
16416,29,"woman","college_plus","yes","yes","no",54000,"NO"
16417,73,"woman","some_college","yes","yes","no",14000,"YES"
16418,29,"man","some_college","yes","yes","no",65000,"NO"
16419,78,"woman","no_college","no","no","no",0,"YES"
16420,31,"woman","some_college","yes","yes","no",3000,"NO"
16421,38,"woman","some_college","yes","yes","no",12500,"NO"
16422,44,"man","college_plus","yes","yes","no",1e+05,"NO"
16423,60,"woman","some_college","no","no","no",0,"NO"
16424,23,"woman","no_college","no","no","no",0,"NO"
16425,80,"woman","some_college","no","no","no",0,"YES"
16426,63,"woman","no_college","yes","yes","no",23000,"NO"
16427,70,"woman","some_college","yes","yes","no",13000,"YES"
16428,42,"woman","some_college","yes","yes","no",0,"NO"
16429,21,"man","some_college","yes","yes","no",12000,"NO"
16430,93,"woman","no_college","no","no","no",0,"YES"
16431,33,"man","no_college","yes","yes","no",18000,"NO"
16432,33,"man","college_plus","yes","yes","no",45000,"NO"
16433,76,"woman","some_college","no","no","no",0,"YES"
16434,17,"man","no_college","no","no","no",0,"NO"
16435,82,"woman","no_college","no","no","no",0,"YES"
16436,26,"woman","college_plus","yes","yes","no",50000,"NO"
16437,18,"man","no_college","yes","yes","no",29700,"NO"
16438,66,"woman","some_college","no","no","no",0,"YES"
16439,30,"man","no_college","no","no","no",0,"NO"
16440,26,"woman","no_college","yes","yes","no",13000,"NO"
16441,94,"woman","no_college","no","no","no",0,"YES"
16442,35,"man","no_college","yes","yes","no",33500,"NO"
16443,52,"man","some_college","yes","yes","no",35000,"NO"
16444,68,"woman","no_college","yes","yes","no",25000,"YES"
16445,60,"man","college_plus","no","no","no",0,"NO"
16446,24,"man","no_college","yes","yes","no",13000,"NO"
16447,71,"woman","no_college","no","no","no",0,"YES"
16448,50,"man","no_college","no","no","no",0,"NO"
16449,24,"man","college_plus","yes","yes","no",25000,"NO"
16450,82,"man","college_plus","no","no","no",0,"YES"
16451,62,"woman","college_plus","no","no","no",0,"YES"
16452,75,"man","no_college","no","no","no",0,"YES"
16453,28,"man","no_college","yes","yes","no",21400,"NO"
16454,59,"man","no_college","yes","yes","no",42000,"NO"
16455,84,"man","some_college","no","no","no",0,"YES"
16456,47,"man","no_college","yes","yes","no",28100,"NO"
16457,26,"woman","some_college","yes","yes","no",19000,"NO"
16458,61,"man","some_college","no","no","no",0,"YES"
16459,20,"man","no_college","yes","yes","no",10000,"NO"
16460,60,"man","college_plus","no","no","no",0,"NO"
16461,22,"woman","some_college","no","no","no",0,"NO"
16462,82,"woman","no_college","no","no","no",0,"YES"
16463,46,"woman","no_college","yes","yes","no",50000,"NO"
16464,43,"man","no_college","yes","yes","no",35100,"NO"
16465,25,"woman","college_plus","yes","yes","no",21600,"NO"
16466,67,"woman","no_college","no","no","no",0,"YES"
16467,18,"man","no_college","no","no","no",0,"NO"
16468,20,"man","some_college","yes","yes","no",2800,"NO"
16469,18,"woman","some_college","no","no","no",5200,"NO"
16470,79,"woman","no_college","no","no","no",0,"YES"
16471,29,"man","some_college","yes","yes","no",36000,"NO"
16472,56,"woman","college_plus","yes","yes","no",81000,"NO"
16473,43,"woman","some_college","yes","yes","no",25000,"NO"
16474,35,"woman","some_college","yes","yes","no",150,"NO"
16475,38,"man","college_plus","yes","yes","no",46500,"NO"
16476,28,"man","no_college","yes","yes","no",15000,"NO"
16477,25,"woman","college_plus","yes","yes","no",30000,"NO"
16478,85,"man","no_college","no","no","no",0,"NO"
16479,42,"man","no_college","yes","yes","no",70000,"NO"
16480,78,"man","college_plus","no","no","no",0,"NO"
16481,22,"man","some_college","yes","yes","no",30000,"NO"
16482,80,"woman","college_plus","no","no","no",0,"YES"
16483,51,"woman","no_college","yes","yes","no",14000,"NO"
16484,86,"man","no_college","no","no","no",0,"YES"
16485,32,"man","no_college","yes","yes","no",7000,"NO"
16486,64,"woman","some_college","no","no","no",0,"YES"
16487,65,"woman","some_college","yes","yes","no",40000,"NO"
16488,57,"woman","college_plus","yes","yes","no",35000,"NO"
16489,27,"man","college_plus","yes","yes","no",28000,"NO"
16490,92,"woman","some_college","no","no","no",0,"YES"
16491,70,"woman","college_plus","no","no","no",0,"YES"
16492,43,"man","no_college","yes","yes","no",40000,"NO"
16493,76,"man","no_college","no","no","no",0,"YES"
16494,87,"woman","no_college","no","no","no",0,"YES"
16495,70,"man","no_college","no","no","no",0,"YES"
16496,69,"man","no_college","no","no","no",0,"YES"
16497,88,"woman","no_college","no","no","no",0,"YES"
16498,29,"woman","no_college","no","no","no",1200,"NO"
16499,42,"man","some_college","no","no","no",24000,"NO"
16500,88,"woman","no_college","no","no","no",0,"YES"
16501,23,"man","college_plus","no","no","no",0,"NO"
16502,63,"man","some_college","no","no","yes",22500,"YES"
16503,55,"woman","some_college","yes","yes","no",6000,"NO"
16504,41,"man","no_college","yes","yes","no",39400,"NO"
16505,25,"man","no_college","yes","yes","no",50000,"NO"
16506,24,"woman","no_college","yes","yes","no",15300,"NO"
16507,19,"woman","some_college","no","no","no",0,"NO"
16508,36,"man","college_plus","yes","yes","no",62000,"NO"
16509,38,"man","no_college","yes","yes","no",20000,"NO"
16510,48,"man","no_college","no","no","no",0,"NO"
16511,45,"woman","some_college","yes","yes","no",30000,"NO"
16512,34,"woman","college_plus","yes","yes","no",80000,"NO"
16513,41,"man","some_college","yes","no","no",0,"NO"
16514,66,"woman","no_college","yes","yes","no",35100,"YES"
16515,48,"man","no_college","no","no","no",0,"NO"
16516,33,"man","some_college","yes","yes","no",18000,"NO"
16517,33,"man","no_college","no","no","no",0,"NO"
16518,37,"man","college_plus","yes","yes","no",47000,"NO"
16519,50,"woman","college_plus","yes","yes","no",105000,"NO"
16520,21,"man","some_college","no","no","no",18000,"NO"
16521,50,"woman","college_plus","yes","yes","no",0,"NO"
16522,86,"woman","no_college","no","no","no",0,"YES"
16523,34,"man","college_plus","yes","yes","no",132000,"NO"
16524,59,"woman","no_college","no","no","no",0,"YES"
16525,61,"woman","no_college","no","no","no",0,"NO"
16526,32,"man","college_plus","yes","no","no",30000,"NO"
16527,31,"woman","college_plus","yes","yes","no",60000,"NO"
16528,78,"woman","some_college","no","no","no",0,"YES"
16529,12,"woman","no_college",NA,NA,"no",NA,"YES"
16530,21,"man","no_college","no","no","no",0,"NO"
16531,93,"woman","no_college","no","no","no",0,"YES"
16532,94,"woman","no_college","no","no","no",0,"YES"
16533,38,"man","college_plus","yes","yes","no",4200,"NO"
16534,48,"man","no_college","yes","yes","no",40000,"NO"
16535,71,"woman","no_college","no","no","no",0,"YES"
16536,88,"woman","no_college","no","no","no",0,"YES"
16537,81,"man","no_college","no","no","no",0,"YES"
16538,19,"woman","some_college","yes","yes","no",300,"NO"
16539,29,"woman","no_college","yes","yes","no",24000,"NO"
16540,40,"man","no_college","yes","yes","no",19000,"NO"
16541,76,"woman","no_college","no","no","no",0,"YES"
16542,24,"man","some_college","yes","yes","no",25000,"NO"
16543,78,"man","no_college","no","no","no",0,"YES"
16544,74,"man","no_college","no","no","no",0,"YES"
16545,32,"man","no_college","yes","yes","no",18700,"NO"
16546,22,"man","some_college","yes","yes","no",11200,"NO"
16547,57,"woman","no_college","yes","yes","no",70000,"NO"
16548,51,"woman","college_plus","yes","yes","no",15000,"NO"
16549,71,"man","some_college","yes","yes","no",0,"YES"
16550,57,"woman","no_college","no","no","no",0,"YES"
16551,61,"woman","no_college","yes","yes","no",20000,"NO"
16552,77,"woman","no_college","no","no","no",0,"YES"
16553,68,"woman","no_college","yes","yes","no",17500,"YES"
16554,32,"man","college_plus","yes","yes","no",28000,"NO"
16555,34,"man","no_college","no","no","no",0,"NO"
16556,34,"man","no_college","no","no","no",7500,"NO"
16557,22,"man","no_college","yes","no","no",0,"NO"
16558,56,"woman","college_plus","yes","yes","no",17000,"NO"
16559,55,"woman","no_college","yes","yes","no",300,"NO"
16560,49,"woman","some_college","yes","yes","no",130000,"NO"
16561,36,"woman","college_plus","yes","yes","no",52000,"NO"
16562,29,"man","no_college","yes","yes","no",28000,"NO"
16563,45,"woman","no_college","yes","yes","no",0,"NO"
16564,37,"woman","college_plus","yes","yes","no",85000,"NO"
16565,44,"man","no_college","yes","yes","no",0,"NO"
16566,32,"man","some_college","yes","yes","no",40000,"NO"
16567,21,"woman","some_college","yes","yes","no",13400,"NO"
16568,54,"man","no_college","no","no","no",0,"NO"
16569,59,"man","some_college","yes","no","no",3500,"NO"
16570,85,"woman","no_college","no","no","no",0,"YES"
16571,23,"woman","no_college","yes","yes","no",30000,"NO"
16572,19,"man","some_college","no","no","no",3500,"NO"
16573,62,"man","no_college","yes","yes","no",2700,"YES"
16574,51,"woman","some_college","yes","yes","no",9600,"NO"
16575,19,"woman","some_college","no","no","no",12800,"NO"
16576,25,"man","college_plus","yes","yes","no",32000,"NO"
16577,49,"man","no_college","yes","yes","no",2500,"NO"
16578,84,"woman","no_college","no","no","no",0,"YES"
16579,50,"woman","college_plus","yes","yes","no",32000,"NO"
16580,84,"man","no_college","no","no","no",0,"YES"
16581,71,"woman","no_college","no","no","no",0,"NO"
16582,53,"man","college_plus","no","no","no",5000,"NO"
16583,25,"man","college_plus","yes","yes","no",40500,"NO"
16584,8,"woman","no_college",NA,NA,"no",NA,"YES"
16585,81,"man","no_college","no","no","no",0,"YES"
16586,51,"woman","college_plus","yes","yes","no",1e+05,"NO"
16587,44,"man","no_college","yes","yes","no",24000,"NO"
16588,80,"man","some_college","no","no","no",0,"YES"
16589,23,"woman","college_plus","yes","yes","no",11000,"NO"
16590,27,"man","no_college","no","no","no",5500,"NO"
16591,72,"woman","no_college","no","no","no",0,"YES"
16592,77,"woman","no_college","no","no","no",0,"YES"
16593,28,"man","no_college","yes","yes","no",10000,"NO"
16594,28,"man","no_college","yes","yes","no",40000,"NO"
16595,27,"woman","no_college","yes","no","no",12000,"NO"
16596,22,"woman","some_college","no","no","no",9000,"NO"
16597,28,"man","college_plus","yes","yes","no",48000,"NO"
16598,43,"woman","no_college","yes","yes","no",43000,"NO"
16599,51,"woman","no_college","yes","no","no",0,"NO"
16600,29,"woman","some_college","yes","yes","no",22000,"NO"
16601,52,"woman","no_college","yes","yes","no",18200,"NO"
16602,29,"woman","no_college","no","no","no",0,"NO"
16603,47,"woman","no_college","yes","yes","no",14000,"NO"
16604,35,"man","some_college","yes","yes","no",34000,"NO"
16605,85,"woman","no_college","no","no","no",0,"YES"
16606,76,"woman","no_college","no","no","no",0,"YES"
16607,51,"woman","no_college","yes","yes","no",18000,"NO"
16608,20,"man","some_college","yes","yes","no",5000,"NO"
16609,23,"woman","some_college","no","no","no",800,"NO"
16610,68,"woman","some_college","no","no","no",0,"YES"
16611,21,"woman","some_college","yes","yes","no",12000,"NO"
16612,55,"woman","some_college","yes","yes","no",8000,"NO"
16613,48,"woman","some_college","yes","yes","no",48000,"NO"
16614,26,"man","college_plus","yes","yes","no",40000,"NO"
16615,23,"woman","college_plus","yes","yes","no",10000,"NO"
16616,18,"man","some_college","no","no","no",1800,"NO"
16617,58,"woman","college_plus","yes","yes","no",1e+05,"NO"
16618,9,"woman","no_college",NA,NA,"no",NA,"YES"
16619,19,"man","no_college","no","no","no",0,"NO"
16620,26,"man","no_college","yes","no","no",32000,"NO"
16621,57,"man","college_plus","yes","yes","no",27000,"NO"
16622,67,"woman","some_college","no","no","no",0,"YES"
16623,34,"woman","some_college","yes","yes","no",25000,"NO"
16624,71,"woman","college_plus","no","no","no",0,"YES"
16625,78,"man","no_college","no","no","no",0,"YES"
16626,20,"man","some_college","no","no","no",0,"NO"
16627,71,"woman","no_college","no","no","no",0,"YES"
16628,45,"man","college_plus","yes","yes","no",25000,"NO"
16629,55,"man","no_college","yes","yes","no",39000,"NO"
16630,66,"man","no_college","yes","yes","no",0,"YES"
16631,33,"woman","some_college","yes","yes","no",37000,"NO"
16632,20,"man","some_college","no","no","no",9600,"NO"
16633,49,"man","some_college","yes","yes","no",54000,"NO"
16634,53,"man","college_plus","yes","yes","no",250000,"NO"
16635,23,"woman","college_plus","yes","yes","no",40000,"NO"
16636,58,"woman","some_college","yes","yes","no",20900,"NO"
16637,48,"man","some_college","yes","yes","no",53000,"NO"
16638,27,"woman","no_college","no","no","no",0,"NO"
16639,20,"man","no_college","yes","yes","no",10500,"NO"
16640,63,"woman","no_college","yes","yes","no",6500,"NO"
16641,57,"man","some_college","yes","yes","no",11400,"NO"
16642,56,"woman","some_college","no","no","no",0,"YES"
16643,26,"woman","college_plus","yes","yes","no",40000,"NO"
16644,79,"man","no_college","no","no","no",0,"YES"
16645,54,"woman","some_college","yes","yes","no",6000,"YES"
16646,27,"woman","some_college","no","no","no",0,"NO"
16647,21,"woman","some_college","no","no","no",5000,"NO"
16648,25,"woman","college_plus","yes","yes","no",43000,"NO"
16649,45,"woman","college_plus","yes","yes","no",24500,"NO"
16650,21,"woman","some_college","yes","yes","no",3000,"NO"
16651,44,"woman","some_college","yes","yes","no",44000,"NO"
16652,92,"man","no_college","no","no","no",0,"YES"
16653,38,"woman","no_college","yes","yes","no",11300,"NO"
16654,22,"woman","college_plus","yes","no","no",0,"NO"
16655,65,"man","no_college","no","no","no",0,"YES"
16656,84,"man","college_plus","no","no","no",0,"YES"
16657,4,"man","no_college",NA,NA,"no",NA,"YES"
16658,55,"woman","some_college","no","no","no",0,"YES"
16659,55,"woman","no_college","yes","yes","no",0,"NO"
16660,18,"woman","some_college","yes","yes","no",1200,"NO"
16661,21,"man","no_college","yes","yes","no",24000,"NO"
16662,86,"man","no_college","no","no","no",0,"YES"
16663,83,"woman","no_college","no","no","no",0,"YES"
16664,86,"woman","no_college","no","no","no",0,"YES"
16665,88,"woman","some_college","no","no","no",0,"YES"
16666,82,"woman","no_college","no","no","no",0,"YES"
16667,66,"woman","no_college","no","no","no",0,"YES"
16668,44,"woman","college_plus","yes","yes","no",52000,"NO"
16669,84,"man","no_college","no","no","no",0,"YES"
16670,66,"man","no_college","no","no","no",0,"YES"
16671,33,"woman","college_plus","yes","yes","no",45000,"NO"
16672,59,"man","no_college","no","no","no",0,"NO"
16673,32,"woman","college_plus","yes","yes","no",35000,"NO"
16674,52,"man","college_plus","yes","no","no",3500,"YES"
16675,60,"man","college_plus","yes","yes","no",130000,"NO"
16676,56,"woman","college_plus","yes","yes","no",47000,"NO"
16677,52,"woman","no_college","yes","yes","no",35000,"NO"
16678,39,"man","no_college","yes","yes","no",13300,"NO"
16679,55,"woman","some_college","yes","yes","no",45000,"NO"
16680,69,"man","college_plus","yes","yes","no",2000,"YES"
16681,19,"woman","no_college","yes","yes","no",3000,"NO"
16682,39,"man","some_college","yes","yes","no",280,"NO"
16683,68,"man","some_college","no","no","no",0,"YES"
16684,25,"man","no_college","yes","yes","no",50000,"NO"
16685,32,"woman","some_college","yes","yes","no",49000,"NO"
16686,57,"man","no_college","no","no","no",2800,"NO"
16687,28,"man","some_college","yes","yes","no",43000,"NO"
16688,43,"woman","college_plus","yes","yes","no",81000,"NO"
16689,67,"woman","no_college","yes","yes","no",8500,"YES"
16690,86,"woman","no_college","no","no","no",0,"YES"
16691,41,"woman","no_college","no","no","no",0,"NO"
16692,21,"woman","no_college","yes","yes","no",33000,"NO"
16693,85,"woman","no_college","no","no","no",0,"YES"
16694,81,"woman","college_plus","no","no","no",0,"YES"
16695,23,"man","some_college","yes","yes","no",2900,"NO"
16696,25,"woman","college_plus","yes","yes","no",52000,"NO"
16697,35,"woman","some_college","yes","yes","no",20000,"NO"
16698,89,"woman","college_plus","no","no","no",0,"NO"
16699,69,"man","some_college","no","no","no",0,"YES"
16700,29,"woman","college_plus","yes","yes","no",27000,"NO"
16701,20,"man","no_college","yes","yes","no",5700,"NO"
16702,62,"man","some_college","no","no","no",0,"NO"
16703,53,"man","no_college","yes","yes","no",1300,"YES"
16704,26,"woman","college_plus","yes","yes","no",30000,"NO"
16705,44,"woman","some_college","no","no","no",0,"NO"
16706,83,"woman","no_college","no","no","no",0,"YES"
16707,46,"woman","some_college","yes","yes","no",23000,"NO"
16708,50,"man","college_plus","yes","yes","no",0,"NO"
16709,92,"woman","college_plus","no","no","no",0,"YES"
16710,81,"woman","no_college","no","no","no",0,"YES"
16711,23,"woman","college_plus","yes","no","no",7700,"NO"
16712,22,"woman","some_college","no","no","no",2000,"NO"
16713,50,"woman","some_college","yes","yes","no",40000,"NO"
16714,36,"woman","no_college","yes","yes","no",25000,"NO"
16715,19,"man","some_college","no","no","no",2400,"NO"
16716,45,"man","no_college","yes","yes","no",60000,"NO"
16717,51,"woman","no_college","no","no","no",0,"NO"
16718,66,"man","no_college","no","no","no",0,"YES"
16719,79,"man","some_college","no","no","no",0,"YES"
16720,38,"man","some_college","yes","yes","no",29400,"NO"
16721,37,"man","some_college","yes","yes","no",0,"NO"
16722,84,"woman","some_college","no","no","no",0,"YES"
16723,32,"man","no_college","no","no","no",0,"NO"
16724,50,"man","college_plus","yes","yes","no",20000,"NO"
16725,50,"woman","college_plus","yes","yes","no",126000,"NO"
16726,62,"woman","some_college","yes","yes","no",15000,"YES"
16727,79,"man","no_college","no","no","no",0,"NO"
16728,26,"man","college_plus","no","no","no",0,"NO"
16729,25,"man","college_plus","yes","yes","no",48500,"NO"
16730,78,"woman","no_college","no","no","no",0,"YES"
16731,49,"woman","no_college","yes","yes","no",6000,"NO"
16732,24,"woman","college_plus","yes","yes","no",15000,"NO"
16733,51,"man","no_college","yes","yes","no",6000,"NO"
16734,78,"man","no_college","no","no","no",0,"YES"
16735,32,"man","college_plus","yes","yes","no",66000,"NO"
16736,29,"man","some_college","yes","yes","no",40000,"NO"
16737,63,"woman","no_college","yes","yes","no",0,"NO"
16738,61,"woman","no_college","no","no","no",0,"YES"
16739,77,"woman","no_college","no","no","no",0,"NO"
16740,76,"man","no_college","no","no","no",0,"YES"
16741,41,"woman","college_plus","yes","yes","no",32000,"NO"
16742,21,"man","some_college","yes","yes","no",33000,"NO"
16743,59,"woman","some_college","no","no","no",0,"YES"
16744,56,"man","college_plus","yes","yes","no",37000,"NO"
16745,67,"woman","college_plus","no","no","no",0,"YES"
16746,24,"man","college_plus","yes","yes","no",30000,"NO"
16747,20,"woman","some_college","yes","yes","no",1600,"NO"
16748,52,"woman","some_college","yes","yes","no",0,"NO"
16749,57,"woman","college_plus","yes","yes","no",65000,"NO"
16750,21,"woman","some_college","no","no","no",0,"NO"
16751,39,"woman","college_plus","yes","yes","no",130000,"NO"
16752,43,"man","some_college","yes","yes","no",18000,"NO"
16753,63,"man","no_college","no","no","no",0,"YES"
16754,60,"man","college_plus","yes","yes","no",65000,"NO"
16755,72,"woman","college_plus","no","no","no",0,"YES"
16756,30,"man","no_college","yes","yes","no",25000,"NO"
16757,88,"woman","no_college","no","no","no",0,"YES"
16758,62,"man","some_college","yes","yes","no",2500,"NO"
16759,68,"woman","college_plus","no","no","no",0,"NO"
16760,20,"woman","some_college","yes","yes","no",2600,"NO"
16761,70,"woman","college_plus","no","no","no",0,"YES"
16762,61,"woman","some_college","yes","yes","no",22000,"NO"
16763,36,"woman","some_college","yes","yes","no",25000,"NO"
16764,79,"woman","no_college","no","no","no",0,"YES"
16765,45,"man","no_college","yes","yes","no",12600,"NO"
16766,83,"woman","some_college","no","no","no",0,"NO"
16767,63,"man","no_college","no","no","no",0,"NO"
16768,46,"man","no_college","yes","yes","no",50000,"NO"
16769,17,"man","no_college","no","no","no",14500,"NO"
16770,52,"man","some_college","no","no","no",28000,"NO"
16771,50,"man","college_plus","yes","yes","no",59000,"NO"
16772,34,"woman","some_college","yes","yes","no",26000,"NO"
16773,27,"man","no_college","no","no","no",0,"NO"
