"famunit","age","sex","educ","labforce","employed","retired","incwage","incss"
43460,2,"man","no_college",NA,NA,"no",NA,"YES"
43461,58,"man","college_plus","yes","yes","no",85000,"NO"
43461,36,"woman","college_plus","no","no","no",28000,"NO"
43461,8,"man","no_college",NA,NA,"no",NA,"YES"
43461,6,"woman","no_college",NA,NA,"no",NA,"YES"
43462,52,"man","some_college","yes","yes","no",101000,"NO"
43462,37,"woman","some_college","no","no","no",0,"NO"
43462,10,"woman","no_college",NA,NA,"no",NA,"YES"
43462,16,"man","no_college","no","no","no",0,"NO"
43463,32,"man","no_college","yes","yes","no",35000,"NO"
43463,13,"man","no_college",NA,NA,"no",NA,"YES"
43463,11,"woman","no_college",NA,NA,"no",NA,"YES"
43463,32,"woman","some_college","yes","yes","no",30000,"NO"
43464,26,"man","no_college","yes","yes","no",1000,"NO"
43464,14,"woman","no_college",NA,NA,"no",NA,"YES"
43464,13,"man","no_college",NA,NA,"no",NA,"YES"
43464,34,"woman","some_college","yes","yes","no",20800,"NO"
43465,34,"man","college_plus","yes","yes","no",36000,"NO"
43465,33,"woman","college_plus","no","no","no",0,"NO"
43465,6,"man","no_college",NA,NA,"no",NA,"YES"
43465,2,"woman","no_college",NA,NA,"no",NA,"YES"
43466,43,"man","no_college","yes","yes","no",16600,"NO"
43466,38,"woman","no_college","no","no","no",0,"NO"
43466,19,"man","no_college","yes","yes","no",26900,"NO"
43466,20,"man","some_college","yes","yes","no",16000,"NO"
43467,37,"woman","no_college","yes","yes","no",25000,"NO"
43467,12,"woman","no_college",NA,NA,"no",NA,"YES"
43467,8,"man","no_college",NA,NA,"no",NA,"YES"
43467,60,"woman","no_college","no","no","no",0,"NO"
43468,51,"man","no_college","yes","no","no",0,"NO"
43468,47,"woman","no_college","no","no","no",0,"NO"
43468,26,"man","no_college","no","no","no",0,"NO"
43468,22,"woman","no_college","no","no","no",0,"NO"
43469,41,"man","some_college","yes","yes","no",87000,"NO"
43469,37,"woman","college_plus","yes","yes","no",70000,"NO"
43469,13,"woman","no_college",NA,NA,"no",NA,"YES"
43469,3,"woman","no_college",NA,NA,"no",NA,"YES"
43470,46,"man","college_plus","yes","yes","no",109000,"NO"
43470,43,"woman","college_plus","yes","yes","no",55000,"NO"
43470,14,"woman","no_college",NA,NA,"no",NA,"YES"
43470,14,"woman","no_college",NA,NA,"no",NA,"YES"
43471,43,"woman","no_college","yes","yes","no",26000,"NO"
43471,48,"man","some_college","yes","yes","no",62000,"NO"
43471,19,"man","no_college","no","no","no",0,"NO"
43471,16,"woman","no_college","no","no","no",1000,"NO"
43472,43,"man","some_college","yes","yes","no",32000,"NO"
43472,43,"woman","some_college","yes","yes","no",32000,"NO"
43472,19,"woman","some_college","yes","yes","no",8000,"NO"
43472,15,"man","no_college",NA,NA,"no",NA,"NO"
43473,58,"man","college_plus","yes","yes","no",80000,"NO"
43473,54,"woman","college_plus","yes","yes","no",45000,"NO"
43473,25,"woman","college_plus","yes","yes","no",16000,"NO"
43473,7,"man","no_college",NA,NA,"no",NA,"YES"
43474,48,"man","college_plus","yes","yes","no",70000,"NO"
43474,48,"woman","college_plus","yes","yes","no",18000,"NO"
43474,15,"man","no_college",NA,NA,"no",NA,"NO"
43474,9,"man","no_college",NA,NA,"no",NA,"YES"
43475,36,"man","no_college","yes","yes","no",84000,"NO"
43475,34,"woman","college_plus","yes","yes","no",46000,"NO"
43475,8,"man","no_college",NA,NA,"no",NA,"YES"
43475,3,"woman","no_college",NA,NA,"no",NA,"YES"
43476,23,"man","no_college","yes","no","no",3700,"NO"
43476,1,"man","no_college",NA,NA,"no",NA,"YES"
43476,1,"woman","no_college",NA,NA,"no",NA,"YES"
43476,23,"woman","no_college","no","no","no",0,"NO"
43477,55,"man","no_college","yes","yes","no",53000,"NO"
43477,48,"woman","no_college","yes","yes","no",4800,"NO"
43477,19,"woman","no_college","yes","yes","no",6000,"NO"
43477,16,"woman","no_college","no","no","no",0,"NO"
43478,61,"man","some_college","no","no","no",60000,"NO"
43478,56,"woman","college_plus","yes","yes","no",40000,"NO"
43478,29,"man","college_plus","yes","yes","no",40000,"NO"
43478,27,"woman","no_college","no","no","no",0,"NO"
43479,49,"man","no_college","yes","yes","no",25000,"NO"
43479,43,"woman","no_college","yes","yes","no",19000,"NO"
43479,14,"woman","no_college",NA,NA,"no",NA,"YES"
43479,7,"man","no_college",NA,NA,"no",NA,"YES"
43480,63,"man","no_college","yes","yes","no",15000,"YES"
43480,57,"woman","no_college","no","no","no",0,"NO"
43480,22,"man","some_college","yes","yes","no",12000,"NO"
43480,22,"man","some_college","no","no","no",0,"NO"
43481,28,"man","some_college","no","no","no",12000,"NO"
43481,0,"woman","no_college",NA,NA,"no",NA,"YES"
43481,28,"woman","some_college","no","no","no",22500,"NO"
43481,10,"man","no_college",NA,NA,"no",NA,"YES"
43482,28,"man","no_college","yes","yes","no",49000,"NO"
43482,28,"woman","some_college","no","no","no",0,"NO"
43482,6,"man","no_college",NA,NA,"no",NA,"YES"
43482,3,"man","no_college",NA,NA,"no",NA,"YES"
43483,43,"man","no_college","yes","yes","no",65000,"NO"
43483,44,"woman","some_college","yes","yes","no",12000,"NO"
43483,15,"woman","no_college",NA,NA,"no",NA,"NO"
43483,12,"man","no_college",NA,NA,"no",NA,"YES"
43484,39,"man","some_college","yes","yes","no",4500,"NO"
43484,34,"woman","some_college","yes","no","no",0,"NO"
43484,15,"man","no_college",NA,NA,"no",NA,"NO"
43484,14,"woman","no_college",NA,NA,"no",NA,"YES"
43485,54,"man","some_college","yes","yes","no",51000,"NO"
43485,49,"woman","college_plus","yes","yes","no",30000,"NO"
43485,12,"woman","no_college",NA,NA,"no",NA,"YES"
43485,10,"man","no_college",NA,NA,"no",NA,"YES"
43486,58,"man","college_plus","yes","yes","no",60000,"NO"
43486,50,"woman","some_college","yes","yes","no",70000,"NO"
43486,9,"man","no_college",NA,NA,"no",NA,"YES"
43486,18,"woman","no_college","yes","yes","no",2200,"NO"
43487,47,"woman","college_plus","yes","yes","no",0,"NO"
43487,44,"man","college_plus","yes","yes","no",120000,"NO"
43487,16,"woman","no_college","no","no","no",0,"NO"
43487,14,"woman","no_college",NA,NA,"no",NA,"YES"
43488,36,"woman","college_plus","yes","yes","no",120000,"NO"
43488,40,"man","college_plus","yes","yes","no",180000,"NO"
43488,7,"woman","no_college",NA,NA,"no",NA,"YES"
43488,4,"man","no_college",NA,NA,"no",NA,"YES"
43489,26,"woman","some_college","yes","yes","no",25000,"NO"
43489,11,"woman","no_college",NA,NA,"no",NA,"YES"
43489,3,"man","no_college",NA,NA,"no",NA,"YES"
43489,2,"man","no_college",NA,NA,"no",NA,"YES"
43490,34,"woman","some_college","yes","yes","no",25000,"NO"
43490,11,"man","no_college",NA,NA,"no",NA,"YES"
43490,10,"man","no_college",NA,NA,"no",NA,"YES"
43490,3,"man","no_college",NA,NA,"no",NA,"YES"
43491,35,"woman","college_plus","yes","yes","no",82000,"NO"
43491,34,"man","college_plus","yes","yes","no",62000,"NO"
43491,5,"man","no_college",NA,NA,"no",NA,"YES"
43491,3,"woman","no_college",NA,NA,"no",NA,"YES"
43492,61,"man","no_college","no","no","no",0,"NO"
43492,19,"woman","no_college","no","no","no",0,"YES"
43492,16,"man","no_college","no","no","no",0,"NO"
43492,2,"man","no_college",NA,NA,"no",NA,"YES"
43493,32,"man","some_college","yes","yes","no",0,"NO"
43493,23,"woman","some_college","yes","yes","no",15000,"NO"
43493,6,"man","no_college",NA,NA,"no",NA,"YES"
43493,2,"woman","no_college",NA,NA,"no",NA,"YES"
43494,29,"woman","some_college","yes","yes","no",64000,"NO"
43494,28,"man","some_college","yes","yes","no",80000,"YES"
43494,9,"man","no_college",NA,NA,"no",NA,"YES"
43494,0,"woman","no_college",NA,NA,"no",NA,"YES"
43495,39,"woman","college_plus","yes","yes","no",51000,"NO"
43495,52,"man","some_college","yes","yes","no",28000,"NO"
43495,7,"man","no_college",NA,NA,"no",NA,"YES"
43495,3,"man","no_college",NA,NA,"no",NA,"YES"
43496,63,"man","college_plus","yes","yes","no",52000,"NO"
43496,61,"woman","some_college","no","no","no",0,"NO"
43496,40,"woman","college_plus","no","no","no",0,"NO"
43496,26,"man","college_plus","yes","yes","no",10800,"NO"
43497,42,"woman","no_college","yes","no","no",4000,"NO"
43497,15,"man","no_college",NA,NA,"no",NA,"NO"
43497,7,"man","no_college",NA,NA,"no",NA,"YES"
43497,3,"woman","no_college",NA,NA,"no",NA,"YES"
43498,62,"woman","some_college","yes","yes","no",39000,"NO"
43498,38,"woman","no_college","yes","no","no",2100,"NO"
43498,19,"man","no_college","yes","no","no",19000,"NO"
43498,7,"woman","no_college",NA,NA,"no",NA,"YES"
43499,29,"man","college_plus","yes","yes","no",110000,"NO"
43499,25,"woman","some_college","no","no","no",0,"NO"
43499,4,"man","no_college",NA,NA,"no",NA,"YES"
43499,2,"man","no_college",NA,NA,"no",NA,"YES"
43500,36,"woman","college_plus","yes","yes","no",24000,"NO"
43500,35,"man","college_plus","yes","yes","no",1e+05,"NO"
43500,7,"man","no_college",NA,NA,"no",NA,"YES"
43500,2,"woman","no_college",NA,NA,"no",NA,"YES"
43501,32,"man","college_plus","yes","yes","no",120000,"NO"
43501,33,"woman","college_plus","no","no","no",13300,"NO"
43501,2,"woman","no_college",NA,NA,"no",NA,"YES"
43501,0,"woman","no_college",NA,NA,"no",NA,"YES"
43502,29,"man","no_college","yes","yes","no",28000,"NO"
43502,27,"woman","no_college","yes","yes","no",7000,"NO"
43502,5,"man","no_college",NA,NA,"no",NA,"YES"
43502,1,"man","no_college",NA,NA,"no",NA,"YES"
43503,23,"woman","no_college","yes","yes","no",16000,"NO"
43503,26,"man","some_college","yes","yes","no",16000,"NO"
43503,5,"man","no_college",NA,NA,"no",NA,"YES"
43503,3,"man","no_college",NA,NA,"no",NA,"YES"
43504,48,"woman","some_college","yes","yes","no",40000,"NO"
43504,27,"man","some_college","yes","yes","no",0,"NO"
43504,67,"woman","no_college","no","no","no",0,"NO"
43504,40,"man","no_college","yes","yes","no",40000,"NO"
43505,42,"man","some_college","yes","yes","no",72000,"NO"
43505,41,"woman","some_college","yes","yes","no",43500,"NO"
43505,12,"woman","no_college",NA,NA,"no",NA,"YES"
43505,9,"man","no_college",NA,NA,"no",NA,"YES"
43506,38,"man","some_college","yes","yes","no",1e+05,"NO"
43506,42,"woman","some_college","yes","yes","no",2400,"NO"
43506,12,"woman","no_college",NA,NA,"no",NA,"YES"
43506,6,"man","no_college",NA,NA,"no",NA,"YES"
43507,29,"woman","no_college","yes","yes","no",18000,"NO"
43507,13,"woman","no_college",NA,NA,"no",NA,"YES"
43507,7,"woman","no_college",NA,NA,"no",NA,"YES"
43507,29,"woman","no_college","no","no","no",0,"NO"
43508,65,"man","college_plus","yes","yes","no",40000,"NO"
43508,65,"woman","some_college","yes","yes","no",94000,"NO"
43508,28,"woman","college_plus","yes","yes","no",65000,"NO"
43508,25,"man","college_plus","yes","yes","no",40000,"NO"
43509,31,"woman","no_college","yes","no","no",21000,"NO"
43509,13,"man","no_college",NA,NA,"no",NA,"YES"
43509,10,"man","no_college",NA,NA,"no",NA,"YES"
43509,5,"man","no_college",NA,NA,"no",NA,"YES"
43510,40,"woman","no_college","yes","yes","no",35000,"NO"
43510,17,"woman","no_college","no","no","no",0,"NO"
43510,11,"man","no_college",NA,NA,"no",NA,"YES"
43510,8,"woman","no_college",NA,NA,"no",NA,"YES"
43511,49,"woman","no_college","yes","no","no",0,"NO"
43511,30,"man","no_college","yes","no","no",8800,"NO"
43511,1,"man","no_college",NA,NA,"no",NA,"YES"
43511,1,"woman","no_college",NA,NA,"no",NA,"YES"
43512,48,"woman","no_college","yes","yes","no",52000,"NO"
43512,24,"man","no_college","yes","yes","no",26000,"NO"
43512,10,"man","no_college",NA,NA,"no",NA,"YES"
43512,8,"man","no_college",NA,NA,"no",NA,"YES"
43513,51,"man","no_college","no","no","no",0,"NO"
43513,43,"woman","no_college","yes","yes","no",5000,"NO"
43513,4,"woman","no_college",NA,NA,"no",NA,"YES"
43513,17,"woman","no_college","no","no","no",0,"NO"
43514,30,"woman","college_plus","no","no","no",0,"NO"
43514,34,"man","some_college","yes","yes","no",1e+05,"NO"
43514,3,"man","no_college",NA,NA,"no",NA,"YES"
43514,1,"woman","no_college",NA,NA,"no",NA,"YES"
43515,28,"woman","some_college","no","no","no",0,"NO"
43515,31,"man","no_college","yes","yes","no",50000,"NO"
43515,6,"man","no_college",NA,NA,"no",NA,"YES"
43515,2,"woman","no_college",NA,NA,"no",NA,"YES"
43516,27,"woman","no_college","yes","no","no",0,"NO"
43516,40,"man","no_college","yes","no","no",5000,"NO"
43516,5,"man","no_college",NA,NA,"no",NA,"YES"
43516,2,"woman","no_college",NA,NA,"no",NA,"YES"
43517,43,"woman","some_college","no","no","no",0,"YES"
43517,42,"man","some_college","yes","yes","no",50000,"NO"
43517,15,"man","no_college",NA,NA,"no",NA,"YES"
43517,9,"woman","no_college",NA,NA,"no",NA,"YES"
43518,44,"woman","college_plus","yes","yes","no",60000,"NO"
43518,54,"man","college_plus","yes","yes","no",84000,"NO"
43518,10,"woman","no_college",NA,NA,"no",NA,"YES"
43518,7,"woman","no_college",NA,NA,"no",NA,"YES"
43519,47,"man","some_college","yes","yes","no",403000,"NO"
43519,45,"woman","college_plus","no","no","no",1500,"NO"
43519,9,"woman","no_college",NA,NA,"no",NA,"YES"
43519,5,"man","no_college",NA,NA,"no",NA,"YES"
43520,45,"woman","college_plus","yes","yes","no",115000,"NO"
43520,12,"woman","no_college",NA,NA,"no",NA,"YES"
43520,10,"man","no_college",NA,NA,"no",NA,"YES"
43520,48,"man","no_college","yes","yes","no",53000,"NO"
43521,66,"man","college_plus","yes","yes","no",8600,"YES"
43521,62,"woman","college_plus","yes","yes","no",28000,"NO"
43521,36,"man","no_college","yes","yes","no",32600,"NO"
43521,31,"man","no_college","yes","yes","no",30000,"NO"
43522,38,"man","college_plus","yes","yes","no",5800,"NO"
43522,41,"woman","college_plus","yes","yes","no",22400,"NO"
43522,13,"man","no_college",NA,NA,"no",NA,"YES"
43522,11,"woman","no_college",NA,NA,"no",NA,"YES"
43523,35,"man","college_plus","yes","yes","no",70000,"NO"
43523,35,"woman","college_plus","yes","yes","no",102000,"NO"
43523,2,"woman","no_college",NA,NA,"no",NA,"YES"
43523,1,"woman","no_college",NA,NA,"no",NA,"YES"
43524,40,"man","some_college","yes","yes","no",10100,"NO"
43524,4,"man","no_college",NA,NA,"no",NA,"YES"
43524,37,"woman","no_college","yes","yes","no",15000,"NO"
43524,10,"woman","no_college",NA,NA,"no",NA,"YES"
43525,34,"man","college_plus","yes","yes","no",170000,"NO"
43525,36,"woman","college_plus","yes","yes","no",5000,"NO"
43525,8,"woman","no_college",NA,NA,"no",NA,"YES"
43525,6,"man","no_college",NA,NA,"no",NA,"YES"
43526,34,"woman","some_college","yes","yes","no",13000,"NO"
43526,36,"man","no_college","yes","yes","no",62000,"NO"
43526,9,"man","no_college",NA,NA,"no",NA,"YES"
43526,7,"woman","no_college",NA,NA,"no",NA,"YES"
43527,34,"woman","college_plus","yes","yes","no",50000,"NO"
43527,30,"man","college_plus","yes","yes","no",50000,"NO"
43527,6,"woman","no_college",NA,NA,"no",NA,"YES"
43527,1,"woman","no_college",NA,NA,"no",NA,"YES"
43528,33,"woman","no_college","yes","yes","no",26000,"NO"
43528,16,"man","no_college","no","no","no",0,"NO"
43528,13,"man","no_college",NA,NA,"no",NA,"YES"
43528,8,"man","no_college",NA,NA,"no",NA,"YES"
43529,25,"woman","no_college","yes","yes","no",8000,"NO"
43529,7,"man","no_college",NA,NA,"no",NA,"YES"
43529,2,"man","no_college",NA,NA,"no",NA,"YES"
43529,0,"man","no_college",NA,NA,"no",NA,"YES"
43530,49,"man","college_plus","yes","yes","no",20000,"NO"
43530,43,"woman","college_plus","yes","yes","no",66000,"NO"
43530,8,"man","no_college",NA,NA,"no",NA,"YES"
43530,5,"woman","no_college",NA,NA,"no",NA,"YES"
43531,21,"woman","some_college","no","no","no",0,"NO"
43531,2,"man","no_college",NA,NA,"no",NA,"YES"
43531,0,"woman","no_college",NA,NA,"no",NA,"YES"
43531,27,"man","no_college","yes","yes","no",18000,"NO"
43532,55,"man","no_college","yes","yes","no",72000,"NO"
43532,48,"woman","some_college","yes","yes","no",31200,"NO"
43532,16,"woman","no_college","no","no","no",0,"NO"
43532,16,"woman","no_college","no","no","no",0,"NO"
43533,35,"man","some_college","yes","yes","no",50000,"NO"
43533,35,"woman","some_college","yes","yes","no",20000,"NO"
43533,15,"man","no_college",NA,NA,"no",NA,"NO"
43533,8,"man","no_college",NA,NA,"no",NA,"YES"
43534,45,"man","no_college","yes","yes","no",70000,"NO"
43534,36,"woman","no_college","yes","yes","no",20000,"NO"
43534,15,"man","no_college",NA,NA,"no",NA,"NO"
43534,8,"man","no_college",NA,NA,"no",NA,"YES"
43535,36,"man","some_college","yes","yes","no",20000,"NO"
43535,33,"woman","some_college","yes","yes","no",30000,"NO"
43535,18,"man","no_college","no","no","no",5000,"NO"
43535,15,"man","no_college",NA,NA,"no",NA,"NO"
43536,40,"man","no_college","yes","yes","no",0,"NO"
43536,39,"woman","some_college","yes","yes","no",14000,"NO"
43536,0,"woman","no_college",NA,NA,"no",NA,"YES"
43536,36,"woman","no_college","no","no","no",0,"NO"
43537,42,"man","some_college","yes","yes","no",50000,"NO"
43537,39,"woman","no_college","yes","yes","no",0,"NO"
43537,15,"man","no_college",NA,NA,"no",NA,"NO"
43537,9,"woman","no_college",NA,NA,"no",NA,"YES"
43538,41,"woman","some_college","yes","yes","no",46000,"NO"
43538,20,"woman","some_college","yes","yes","no",20000,"NO"
43538,18,"man","no_college","no","no","no",7000,"NO"
43538,0,"woman","no_college",NA,NA,"no",NA,"YES"
43539,41,"woman","college_plus","yes","yes","no",60000,"NO"
43539,45,"man","some_college","no","no","no",3600,"NO"
43539,13,"woman","no_college",NA,NA,"no",NA,"YES"
43539,9,"man","no_college",NA,NA,"no",NA,"YES"
43540,45,"woman","college_plus","yes","yes","no",10000,"NO"
43540,53,"man","college_plus","yes","yes","no",75000,"NO"
43540,17,"woman","no_college","yes","yes","no",2000,"NO"
43540,6,"man","no_college",NA,NA,"no",NA,"YES"
43541,41,"woman","college_plus","yes","yes","no",68000,"NO"
43541,42,"man","some_college","yes","no","no",28000,"NO"
43541,4,"woman","no_college",NA,NA,"no",NA,"YES"
43541,1,"woman","no_college",NA,NA,"no",NA,"YES"
43542,29,"woman","college_plus","yes","yes","no",38000,"NO"
43542,31,"man","college_plus","yes","yes","no",38000,"NO"
43542,3,"man","no_college",NA,NA,"no",NA,"YES"
43542,0,"man","no_college",NA,NA,"no",NA,"YES"
43543,62,"man","college_plus","yes","yes","no",125000,"NO"
43543,51,"woman","some_college","yes","yes","no",8000,"NO"
43543,23,"man","college_plus","yes","yes","no",35000,"NO"
43543,20,"woman","some_college","no","no","no",2500,"NO"
43544,39,"woman","college_plus","yes","yes","no",43000,"NO"
43544,47,"man","some_college","yes","yes","no",15000,"NO"
43544,8,"man","no_college",NA,NA,"no",NA,"YES"
43544,5,"woman","no_college",NA,NA,"no",NA,"YES"
43545,40,"woman","no_college","no","no","no",0,"NO"
43545,20,"man","no_college","no","no","no",0,"NO"
43545,9,"man","no_college",NA,NA,"no",NA,"YES"
43545,57,"man","no_college","no","no","no",0,"NO"
43546,60,"woman","college_plus","yes","yes","no",48000,"NO"
43546,64,"man","some_college","yes","yes","no",30000,"NO"
43546,35,"man","college_plus","yes","yes","no",50000,"NO"
43546,25,"woman","college_plus","no","no","no",0,"NO"
43547,43,"woman","some_college","yes","yes","no",40000,"NO"
43547,24,"man","no_college","yes","yes","no",800,"NO"
43547,22,"man","no_college","yes","yes","no",13300,"NO"
43547,18,"man","no_college","yes","yes","no",800,"NO"
43548,36,"woman","no_college","no","no","no",0,"NO"
43548,17,"woman","no_college","yes","no","no",0,"NO"
43548,11,"woman","no_college",NA,NA,"no",NA,"YES"
43548,5,"man","no_college",NA,NA,"no",NA,"YES"
43549,42,"man","some_college","yes","yes","no",42000,"NO"
43549,31,"woman","some_college","yes","yes","no",11000,"NO"
43549,4,"woman","no_college",NA,NA,"no",NA,"YES"
43549,10,"man","no_college",NA,NA,"no",NA,"YES"
43550,28,"man","some_college","yes","yes","no",30000,"NO"
43550,31,"woman","some_college","yes","yes","no",37000,"NO"
43550,3,"man","no_college",NA,NA,"no",NA,"YES"
43550,11,"woman","no_college",NA,NA,"no",NA,"YES"
43551,62,"man","college_plus","yes","yes","no",125000,"NO"
43551,58,"woman","college_plus","yes","yes","no",1e+05,"NO"
43551,30,"man","college_plus","yes","yes","no",0,"NO"
43551,26,"man","college_plus","yes","yes","no",25000,"NO"
43552,36,"man","no_college","no","no","no",0,"NO"
43552,35,"woman","no_college","yes","yes","no",35000,"NO"
43552,16,"woman","no_college","yes","no","no",0,"NO"
43552,14,"man","no_college",NA,NA,"no",NA,"YES"
43553,48,"woman","college_plus","yes","yes","no",0,"NO"
43553,51,"man","some_college","yes","yes","no",60000,"NO"
43553,14,"woman","no_college",NA,NA,"no",NA,"YES"
43553,12,"woman","no_college",NA,NA,"no",NA,"YES"
43554,53,"man","no_college","yes","yes","no",32000,"NO"
43554,48,"woman","no_college","yes","yes","no",11000,"NO"
43554,23,"woman","some_college","yes","yes","no",13300,"NO"
43554,18,"man","no_college","no","no","no",0,"NO"
43555,47,"woman","some_college","yes","yes","no",83000,"NO"
43555,47,"man","no_college","yes","yes","no",0,"NO"
43555,20,"man","some_college","yes","yes","no",6600,"NO"
43555,16,"woman","no_college","no","no","no",1100,"NO"
43556,34,"man","college_plus","yes","yes","no",85000,"NO"
43556,32,"woman","college_plus","no","no","no",0,"NO"
43556,6,"woman","no_college",NA,NA,"no",NA,"YES"
43556,0,"woman","no_college",NA,NA,"no",NA,"YES"
43557,36,"woman","no_college","yes","yes","no",38000,"NO"
43557,39,"man","some_college","yes","yes","no",0,"NO"
43557,16,"woman","no_college","no","no","no",0,"NO"
43557,9,"woman","no_college",NA,NA,"no",NA,"YES"
43558,39,"woman","college_plus","yes","yes","no",45400,"NO"
43558,39,"man","some_college","yes","yes","no",65000,"NO"
43558,9,"man","no_college",NA,NA,"no",NA,"YES"
43558,8,"man","no_college",NA,NA,"no",NA,"YES"
43559,50,"woman","college_plus","yes","yes","no",56000,"NO"
43559,51,"man","college_plus","yes","yes","no",37000,"NO"
43559,24,"woman","some_college","no","no","no",3000,"NO"
43559,15,"woman","no_college",NA,NA,"no",NA,"NO"
43560,59,"man","some_college","yes","yes","no",85000,"NO"
43560,52,"woman","some_college","yes","yes","no",20000,"NO"
43560,14,"woman","no_college",NA,NA,"no",NA,"YES"
43560,11,"man","no_college",NA,NA,"no",NA,"YES"
43561,37,"woman","some_college","no","no","no",0,"NO"
43561,35,"man","some_college","yes","yes","no",40000,"NO"
43561,7,"woman","no_college",NA,NA,"no",NA,"YES"
43561,4,"man","no_college",NA,NA,"no",NA,"YES"
43562,55,"man","college_plus","yes","yes","no",461000,"NO"
43562,53,"woman","college_plus","yes","yes","no",35000,"NO"
43562,18,"woman","no_college","no","no","no",0,"NO"
43562,15,"woman","no_college",NA,NA,"no",NA,"NO"
43563,50,"woman","no_college","yes","yes","no",60000,"NO"
43563,23,"woman","no_college","yes","yes","no",30000,"NO"
43563,0,"woman","no_college",NA,NA,"no",NA,"YES"
43563,25,"man","no_college","yes","yes","no",36000,"NO"
43564,33,"man","college_plus","yes","yes","no",120000,"NO"
43564,32,"woman","some_college","yes","yes","no",39000,"NO"
43564,4,"man","no_college",NA,NA,"no",NA,"YES"
43564,1,"man","no_college",NA,NA,"no",NA,"YES"
43565,68,"man","no_college","no","no","no",0,"YES"
43565,67,"woman","no_college","no","no","no",0,"YES"
43565,34,"woman","no_college","no","no","no",29400,"NO"
43565,94,"woman","no_college","no","no","no",0,"YES"
43566,38,"woman","some_college","yes","yes","no",65000,"NO"
43566,3,"woman","no_college",NA,NA,"no",NA,"YES"
43566,1,"woman","no_college",NA,NA,"no",NA,"YES"
43566,60,"woman","no_college","no","no","no",0,"NO"
43567,24,"man","some_college","no","no","no",50000,"NO"
43567,24,"woman","some_college","yes","yes","no",12000,"NO"
43567,6,"man","no_college",NA,NA,"no",NA,"YES"
43567,4,"woman","no_college",NA,NA,"no",NA,"YES"
43568,48,"man","college_plus","yes","yes","no",392000,"NO"
43568,47,"woman","college_plus","yes","yes","no",50000,"NO"
43568,21,"woman","college_plus","yes","yes","no",0,"NO"
43568,19,"woman","some_college","yes","yes","no",2400,"NO"
43569,41,"man","some_college","yes","yes","no",74000,"NO"
43569,22,"man","no_college","no","no","no",0,"NO"
43569,19,"woman","no_college","yes","yes","no",7800,"NO"
43569,28,"woman","some_college","yes","yes","no",52000,"NO"
43570,40,"man","college_plus","yes","yes","no",130000,"NO"
43570,35,"woman","college_plus","no","no","no",0,"NO"
43570,5,"woman","no_college",NA,NA,"no",NA,"YES"
43570,2,"man","no_college",NA,NA,"no",NA,"YES"
43571,45,"woman","some_college","yes","yes","no",63000,"NO"
43571,44,"man","no_college","yes","yes","no",0,"NO"
43571,21,"man","some_college","yes","yes","no",13000,"NO"
43571,3,"woman","no_college",NA,NA,"no",NA,"YES"
43572,35,"woman","no_college","yes","yes","no",9500,"NO"
43572,36,"man","no_college","yes","yes","no",43200,"NO"
43572,5,"man","no_college",NA,NA,"no",NA,"YES"
43572,1,"woman","no_college",NA,NA,"no",NA,"YES"
43573,46,"man","college_plus","yes","yes","no",23300,"NO"
43573,44,"woman","college_plus","yes","yes","no",30000,"NO"
43573,15,"woman","no_college",NA,NA,"no",NA,"NO"
43573,14,"man","no_college",NA,NA,"no",NA,"YES"
43574,32,"man","no_college","yes","yes","no",29000,"NO"
43574,29,"woman","no_college","yes","yes","no",15000,"NO"
43574,12,"man","no_college",NA,NA,"no",NA,"YES"
43574,7,"woman","no_college",NA,NA,"no",NA,"YES"
43575,50,"man","no_college","yes","yes","no",40000,"NO"
43575,51,"woman","no_college","yes","yes","no",25000,"NO"
43575,18,"woman","some_college","no","no","no",0,"NO"
43575,24,"man","college_plus","yes","yes","no",3400,"NO"
43576,38,"man","no_college","yes","yes","no",30000,"NO"
43576,38,"woman","some_college","yes","yes","no",45000,"NO"
43576,18,"man","no_college","yes","yes","no",1000,"NO"
43576,16,"man","no_college","yes","yes","no",590,"NO"
43577,48,"woman","some_college","yes","yes","no",17000,"YES"
43577,52,"man","no_college","no","no","no",0,"YES"
43577,11,"man","no_college",NA,NA,"no",NA,"YES"
43577,11,"woman","no_college",NA,NA,"no",NA,"YES"
43578,46,"man","some_college","yes","yes","no",0,"NO"
43578,46,"woman","college_plus","no","no","no",0,"NO"
43578,10,"man","no_college",NA,NA,"no",NA,"YES"
43578,7,"woman","no_college",NA,NA,"no",NA,"YES"
43579,35,"man","some_college","yes","yes","no",25000,"NO"
43579,30,"woman","some_college","yes","yes","no",37000,"NO"
43579,12,"man","no_college",NA,NA,"no",NA,"YES"
43579,15,"man","no_college",NA,NA,"no",NA,"NO"
43580,52,"man","no_college","yes","yes","no",60000,"NO"
43580,52,"woman","some_college","yes","yes","no",28000,"NO"
43580,19,"man","some_college","yes","yes","no",4000,"NO"
43580,17,"woman","no_college","yes","yes","no",2500,"NO"
43581,29,"man","no_college","yes","yes","no",30000,"NO"
43581,36,"woman","some_college","yes","yes","no",16800,"NO"
43581,4,"woman","no_college",NA,NA,"no",NA,"YES"
43581,3,"man","no_college",NA,NA,"no",NA,"YES"
43582,50,"man","college_plus","no","no","no",0,"NO"
43582,40,"woman","college_plus","yes","yes","no",34000,"NO"
43582,15,"woman","no_college",NA,NA,"no",NA,"NO"
